country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,base_cost,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR
,Mango ginger,1,0,0,0,g,100,6,42.3,1.45,0.7,4.21,4.74,2.42,5.51,0.06,0.05,0.05,6,0.43,0.31,9.9,0.09,0.09,0.08,0.23,0.24
,Mango Juice,0,0,0,1,ml,100,25,60,0.3,0.2,15,0.3,13,2,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Mango Lassi,1,0,0,0,ml,100,14,95,3.0,2.4,15.0,0.3,13.0,40,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Mango Pickle,0,0,0,1,g,100,18,95,0.8,5.0,12.0,2.1,5.0,1500,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Mangosteen,1,0,0,0,unit,1,25,52.34,0.63,0.24,9.41,1.87,8.91,3.79,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Manila tamarind,1,0,0,0,unit,1,5,81.74,3.56,1.14,12.63,4.4,12.13,1.35,0.05,0.05,0.04,5,0.36,0.26,8.25,0.07,0.07,0.07,0.19,0.2
China,Mapo Tofu,0,1,0,0,g,100,26,145,8.4,9.3,6.8,1.1,2.0,430,0.27,0.23,0.20,26.00,1.87,1.36,42.89,0.38,0.37,0.35,0.99,1.01
Italy,Margherita Pizza,1,0,0,0,unit,1,80,285,12.0,10.0,36.0,2.5,3.6,640,0.84,0.72,0.62,80.00,5.76,4.20,131.96,1.18,1.15,1.08,3.08,3.15
,Marionberry,0,0,0,1,unit,1,12,47,1.4,0.5,10.2,5.3,4.8,1,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
India,Masala Chai,1,0,0,0,ml,100,6,35,1.0,1.2,5.0,0.0,4.5,18,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
,Masala Omelette,0,0,1,0,unit,1,14,125,7.4,9.0,3.0,0.4,1.0,130,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
India,Masala Tea,1,0,0,0,ml,100,6,35,1.0,1.2,5.0,0.0,4.5,18,0.06,0.05,0.05,6.00,0.43,0.31,9.90,0.09,0.09,0.08,0.22,0.23
,Masala Vada,1,0,0,0,unit,1,15,130,4,6,15,2,0.8,150,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Masale Bhaat,1,0,0,0,unit,1,110,466.2,8.1,20.4,61.3,4.8,6.3,282.1,1.16,0.99,0.86,110,7.91,5.77,181.45,1.62,1.58,1.48,4.26,4.35
United States,Mashed Potatoes,1,0,0,0,g,100,18,88,2.0,3.0,14.1,1.4,1.2,290,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
India,Masoor Dal,0,0,0,1,g,100,14,352,24.6,1.1,63.4,10.7,2.0,6,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Masor Tenga (Fish Curry),0,1,0,0,g,100,140,115,8,6,5,1,2,280,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Matha,1,0,0,0,g,100,30,92.97,21.17,0.79,0,0,0,62.58,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Matta Rice,0,0,0,1,g,100,12,150,3,0.5,32,2,0.2,5,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
India,Mawa Bati,1,0,0,0,unit,1,25,220,4,10,28,0.5,18,40,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
India,Mawa Kachori,1,0,0,0,unit,1,25,240,4,10,32,0.5,16,45,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Mayonnaise,0,0,1,0,g,100,18,680,1.0,75.0,1.0,0.0,1.0,635,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
Zimbabwe,Mazondo,0,1,0,0,g,100,35,170,17.0,9.0,2.0,0.0,0.0,140,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
,Meat Omelette,0,1,0,0,unit,1,18,160,10.0,12.0,2.0,0.1,0.6,190,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
Australia,Meat Pie,0,1,0,0,unit,1,22,280,8.0,16.0,26.0,1.2,1.4,320,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
,Meatballs,0,1,0,0,unit,1,14,85,4.5,6.0,2.5,0.2,0.4,110,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
United States,Meatloaf,0,1,0,0,g,100,45,247,14.7,15.6,10.2,0.6,3.2,410,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
India,Medu Vada,1,0,0,0,unit,1,15,95,2,5.5,9,1,0.5,120,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Meen Kozhambu,0,1,0,0,g,100,140,130,8,8,6,1,2,300,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Methi Aloo,0,0,0,1,g,100,35,110,3,4,15,3,1.5,130,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Methi Paratha,1,0,0,0,unit,1,20,170,4,5,25,2.5,1,180,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Milk,1,0,0,0,ml,100,5.98,90.11,3.47,5.53,5.21,0,5.12,27.78,0.06,0.05,0.05,5.98,0.43,0.31,9.87,0.09,0.09,0.08,0.23,0.24
,Milk fish,0,1,0,0,g,100,30,105.64,23.66,1.09,0,0,0,42.98,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Milk Tea,1,0,0,0,ml,100,8,42,1.2,1.5,6.0,0.0,5.0,28,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
United States,Milkshake,1,0,0,0,ml,100,15,112,3.2,3.0,19.0,0.3,17.0,75,0.16,0.14,0.12,15.00,1.08,0.79,24.74,0.22,0.22,0.20,0.59,0.60
Italy,Minestrone,0,0,0,1,ml,100,12,38,1.5,0.9,6.2,1.4,1.7,220,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Mint leaves,1,0,0,0,g,100,12,37.05,4.66,0.65,1.1,5.89,0.08,16.87,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
,Miracle Fruit,0,0,0,1,unit,1,40,35,0.4,0.2,8,2,3,1,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Mirchi Bada,1,0,0,0,unit,1,15,130,2,6,16,1.5,1,150,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Mirchi Bajji,1,0,0,0,unit,1,15,120,2,6,14,1.5,1,150,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Misal Pav,1,0,0,0,unit,1,90,400,10,15,50,7.5,4.7,754.7,0.95,0.81,0.7,90,6.48,4.72,148.46,1.33,1.3,1.21,3.48,3.56
,Mishti Doi,1,0,0,0,g,100,40,160,4,5,24,0,22,50,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
Japan,Miso Soup,0,0,0,1,ml,100,12,34,2.0,1.2,4.0,0.6,1.0,450,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Missi Roti,0,0,0,1,unit,1,18,140,5,2,24,3,1,140,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Mithun,1,0,0,0,g,100,40,139.98,18.95,7.12,0,0,0,34.51,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Mittha,1,0,0,0,unit,1,40,240,3,5,44,1,14,60,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
India,Mix Veg Curry,0,0,0,1,g,100,35,110,3,5,13,3,2.5,140,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
India,Mix Veg Paratha,1,0,0,0,unit,1,14,195,4.5,7.5,27.0,2.0,1.2,230,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Mixed Fruit Juice,0,0,0,1,ml,100,25,52,0.3,0.1,12.8,0.3,10.5,2,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Mixed Pickle,0,0,0,1,g,100,18,88,1.0,4.3,11.0,2.3,4.5,1480,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Mixed Veg Paratha,1,0,0,0,unit,1,25,200,5,6,29,3,2,200,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Mixed Vegetable,0,0,0,1,g,100,16,92,2.5,4.0,11.0,3.0,2.5,180,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Modak,1,0,0,0,unit,1,30,125,2,3,24,1,10,20,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Modur Pulao,1,0,0,0,unit,1,80,320,5,8,56,2,10,120,0.84,0.72,0.62,80,5.76,4.2,131.96,1.18,1.15,1.08,3.1,3.16
,Mohanthal,1,0,0,0,unit,1,20,180,3,8,24,1,16,25,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Momos,0,1,0,0,unit,1,40,180,8,5,26,1.5,1,260,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Mooli Paratha,1,0,0,0,unit,1,20,180,4,5,27,2.5,1.5,180,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Moon fish,0,1,0,0,g,100,30,125.72,20.74,4.69,0,0,0,65.17,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Moong Dal,0,0,0,1,g,100,16,347,24.0,1.2,62.6,16.3,6.6,15,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
India,Moong Dal Halwa,1,0,0,0,g,100,22,250,5.0,11.0,32.0,1.5,20.0,48,0.23,0.20,0.17,22.00,1.58,1.15,36.29,0.32,0.32,0.30,0.84,0.86
India,Moong Dal Tadka,0,0,0,1,g,100,14,128,7.0,3.5,17.0,3.7,1.0,160,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
Zimbabwe,Mopane Worms,0,1,0,0,g,100,55,430,55.0,16.0,9.0,1.0,0.0,160,0.58,0.50,0.43,55.00,3.96,2.89,90.72,0.81,0.79,0.74,2.13,2.18
Brazil,Moqueca,0,1,0,0,g,100,36,156,11.0,9.0,7.0,1.0,1.8,240,0.38,0.32,0.28,36.00,2.59,1.89,59.38,0.53,0.52,0.48,1.40,1.43
,Morok Metpa,0,0,0,1,g,100,20,70,1.5,2,10,2,1,180,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Mosambi (Sweet Lime) Juice,0,0,0,1,ml,100,20,43,0.4,0.2,10,0.1,8.4,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Mosdeng Serma,0,0,0,1,g,100,25,85,1.5,4,10,2,1.5,140,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Moth bean,1,0,0,0,g,100,10,308.56,19.75,1.76,48,15.12,1.36,26.34,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
Belgium,Moules-Frites,0,1,0,0,g,100,45,172,10.8,7.2,15.0,1.0,0.8,260,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
Greece,Moussaka,0,1,0,0,g,100,32,181,8.3,11.0,12.0,1.7,3.0,260,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
,Mozzarella,1,0,0,0,g,100,80,280,28.0,17.0,3.1,0.0,1.0,627,0.84,0.72,0.62,80.00,5.76,4.20,131.96,1.18,1.15,1.08,3.08,3.15
,Mud crab,1,0,0,0,g,100,32,45.41,10,0.55,0,0,0,305,0.34,0.29,0.25,32,2.3,1.68,52.78,0.47,0.46,0.43,1.24,1.26
,Muesli,0,0,0,1,g,100,24,376,11.0,6.7,67.0,7.7,16.0,122,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
United States,Muffin,1,0,0,0,unit,1,20,265,4.0,10.0,39.0,1.0,20.0,340,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Mughlai Paratha,0,0,1,0,unit,1,40,300,9,14,32,1.5,1.5,260,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Mui Borok,0,1,0,0,unit,1,120,320,14,12,38,3,2,260,1.26,1.08,0.94,120,8.63,6.3,197.94,1.77,1.73,1.61,4.64,4.74
Estonia,Mulgipuder,0,1,0,0,g,100,16,120,3.8,4.7,15.0,1.4,0.9,170,0.17,0.14,0.12,16.00,1.15,0.84,26.39,0.24,0.23,0.22,0.62,0.64
,Mullet,1,0,0,0,g,100,30,93.93,20.23,1.32,0,0,0,66.09,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Multigrain Bread,1,0,0,0,unit,1,4,74,3.4,1.2,12.0,1.8,1.2,118,0.04,0.04,0.03,4.00,0.29,0.21,6.60,0.06,0.06,0.05,0.15,0.15
,Multigrain Roti,0,0,0,1,unit,1,18,130,4,1.5,24,3,0.6,140,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Mural,1,0,0,0,g,100,30,82.46,19.04,0.58,0,0,0,110,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
Zimbabwe,Muriwo Unedovi,0,0,0,1,g,100,14,96,3.2,6.1,7.3,2.4,1.2,95,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Murukku,0,0,0,1,unit,1,10,110,2,5,15,1,0.5,110,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Mushroom,0,0,0,1,unit,1,20,22,3.1,0.3,3.3,1,2,5,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Mushroom Masala,0,0,0,1,g,100,50,120,4,7,10,2,2,180,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Musk melon,1,0,0,0,unit,1,35,25.45,0.47,0.3,2.67,1.5,2.67,15.36,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Muskmelon,0,0,0,1,unit,1,35,34,0.8,0.2,8.2,0.9,7.8,16,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Mustard Greens,0,0,0,1,unit,1,10,27,2.9,0.4,4.7,3.2,1.3,20,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Mustard leaves,1,0,0,0,g,100,4,30.35,3.52,0.51,1.45,3.92,0.04,19.14,0.04,0.04,0.03,4,0.29,0.21,6.6,0.06,0.06,0.05,0.15,0.16
,Mustard oil,1,0,0,0,ml,100,18.9,0,0,100,0,0,0,0,0.2,0.17,0.15,18.9,1.36,0.99,31.18,0.28,0.27,0.25,0.73,0.75
,Mustard Sauce,0,0,0,1,ml,100,12,66,4.4,4.0,5.8,3.3,0.4,1135,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Mustard seeds,1,0,0,0,g,100,10,509.56,19.51,40.19,14.12,14.1,5.07,3.97,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
Saudi Arabia,Mutabbaq,0,1,0,0,unit,1,18,230,8.0,10.0,24.0,1.0,0.9,270,0.19,0.16,0.14,18.00,1.30,0.94,29.69,0.27,0.26,0.24,0.70,0.71
,Mutton Biryani,0,1,0,0,unit,1,190,520,20,18,60,2,2,680,2,1.71,1.48,190,13.67,9.97,313.41,2.8,2.74,2.55,7.35,7.51
,Mutton Curry,0,1,0,0,g,100,170,190,14,13,4,0.5,1,360,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Mutton Dalcha,0,1,0,0,g,100,170,190,11,12,9,2,1.5,310,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Mutton Fry,0,1,0,0,g,100,180,270,18,20,3,0.2,0.5,330,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Mutton Korma,0,1,0,0,g,100,180,250,15,18,5,0.5,1,340,1.9,1.62,1.4,180,12.95,9.45,296.91,2.65,2.59,2.42,6.96,7.11
,Mutton Rara,0,1,0,0,g,100,190,280,17,21,4,0.3,0.8,350,2,1.71,1.48,190,13.67,9.97,313.41,2.8,2.74,2.55,7.35,7.51
,Mutton Rassa,0,1,0,0,g,100,170,180,13,12,3,0.5,1,360,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Mutton Saaru,0,1,0,0,g,100,170,160,12,10,4,0.5,1,340,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Myil meen,1,0,0,0,g,100,30,97.99,22.89,0.56,0,0,0,61.96,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Mysore Pak,1,0,0,0,unit,1,20,210,2.5,12,24,0.5,18,20,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
India,Naan,1,0,0,0,unit,1,12,262,8.0,4.5,46.0,1.9,3.0,420,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
Mexico,Nachos,0,0,0,1,g,100,24,498,7.0,25.0,63.0,4.5,1.0,560,0.25,0.22,0.19,24.00,1.73,1.26,39.59,0.35,0.35,0.32,0.92,0.94
,Nakham Bitchi (Soup),0,1,0,0,g,100,40,60,4,2,6,0.5,1,220,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Nalla bontha,1,0,0,0,g,100,30,87,19.82,0.72,0,0,0,57.87,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Namkeen Mixture,0,0,0,1,g,100,20,540,9.0,34.0,49.0,4.0,3.0,650,0.21,0.18,0.16,20.00,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
Canada,Nanaimo Bars,1,0,0,0,unit,1,10,120,1.2,6.0,15.0,0.4,11.0,60,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
,Narba,1,0,0,0,g,100,30,103.25,21.95,1.6,0,0,0,49.51,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Narikol Laru,1,0,0,0,unit,1,12,120,1,5,18,1,10,10,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
India,Navratan Korma,1,0,0,0,g,100,50,170,4,10,15,2,5,170,0.53,0.45,0.39,50,3.6,2.62,82.48,0.74,0.72,0.67,1.93,1.98
,Nectarine,0,0,0,1,unit,1,18,44,1.1,0.3,10.6,1.7,7.9,0,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
,Neer Dosa,1,0,0,0,unit,1,15,85,1.5,1.5,16,0.5,0.2,70,0.16,0.14,0.12,15,1.08,0.79,24.74,0.22,0.22,0.2,0.58,0.59
India,Nethili Fry,1,0,0,0,g,100,150,230,18,14,7,1,0.5,410,1.58,1.35,1.17,150,10.79,7.87,247.43,2.21,2.16,2.02,5.8,5.93
,Nga Thongba,0,1,0,0,g,100,140,130,8,8,5,1,1.5,260,1.48,1.26,1.09,140,10.07,7.35,230.93,2.06,2.02,1.88,5.42,5.53
,Niger seeds,1,0,0,0,g,100,12,510.52,18.63,39.07,16.76,10.95,1.08,9.39,0.13,0.11,0.09,12,0.86,0.63,19.79,0.18,0.17,0.16,0.46,0.47
India,Nihari,0,1,0,0,g,100,170,210,14,15,4,0.5,1,330,1.79,1.53,1.33,170,12.23,8.92,280.42,2.51,2.45,2.29,6.58,6.72
,Nimbu Pani,0,0,0,1,ml,100,5,24,0.1,0.0,6.0,0.0,5.5,4,0.05,0.05,0.04,5.00,0.36,0.26,8.25,0.07,0.07,0.07,0.18,0.19
India,Nippattu,1,0,0,0,unit,1,10,110,2,5,14,1,1,120,0.11,0.09,0.08,10,0.72,0.52,16.5,0.15,0.14,0.13,0.39,0.4
,Nuggets,0,1,0,0,unit,1,12,58,2.8,3.6,3.8,0.2,0.2,120,0.13,0.11,0.09,12.00,0.86,0.63,19.79,0.18,0.17,0.16,0.48,0.49
,Nutella,1,0,0,0,g,100,45,539,6.0,31.0,58.0,3.0,57.0,42,0.47,0.41,0.35,45.00,3.24,2.36,74.23,0.66,0.65,0.61,1.73,1.76
,Nutmeg,1,0,0,0,g,100,59,463.67,6.3,36.52,25.56,11.99,1.08,14.31,0.62,0.53,0.46,59,4.24,3.1,97.32,0.87,0.85,0.79,2.28,2.33
Zimbabwe,Nyama,0,1,0,0,g,100,38,230,20.5,15.8,0.0,0.0,0.0,120,0.40,0.34,0.30,38.00,2.73,1.99,62.68,0.56,0.55,0.51,1.47,1.50
,Oatmeal,0,0,0,1,g,100,14,389,16.9,6.9,66.3,10.6,1.0,2,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Oats,0,0,0,1,g,100,14,389,16.9,6.9,66.3,10.6,1.0,2,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Oats Roti,0,0,0,1,unit,1,18,125,4,2,21,3,0.5,130,0.19,0.16,0.14,18,1.3,0.94,29.69,0.27,0.26,0.24,0.7,0.71
India,Obbattu (Holige),1,0,0,0,unit,1,35,320,8,8,54,4,12,85,0.37,0.32,0.27,35,2.52,1.84,57.73,0.52,0.5,0.47,1.35,1.38
,Octopus,1,0,0,0,g,100,26,79.83,14.71,1.12,0,0,0,230,0.27,0.23,0.2,26,1.87,1.36,42.89,0.38,0.37,0.35,1.01,1.03
Japan,Okonomiyaki,0,1,0,0,unit,1,35,290,11.0,14.0,29.0,1.7,4.0,520,0.37,0.32,0.27,35.00,2.52,1.84,57.73,0.52,0.50,0.47,1.36,1.39
India,Olan,1,0,0,0,g,100,30,90,1.5,5,8,2,1.5,120,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Olive Oil,0,0,0,1,ml,100,90,884,0.0,100.0,0.0,0.0,0.0,2,0.95,0.81,0.70,90.00,6.48,4.72,148.46,1.33,1.30,1.21,3.49,3.56
,Omelette,0,0,1,0,unit,1,20,140,8,10,2,0,1,180,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Omum,1,0,0,0,g,100,40,357.31,15.89,21.11,18.51,20.58,2.76,28.58,0.42,0.36,0.31,40,2.88,2.1,65.98,0.59,0.58,0.54,1.55,1.58
,Onion,1,0,0,0,g,100,2.47,43.42,1.8,0.22,4.85,2.94,3.97,8.36,0.03,0.02,0.02,2.47,0.18,0.13,4.07,0.04,0.04,0.03,0.1,0.1
,Onion Paratha,1,0,0,0,unit,1,20,185,4,5,28,2,2,185,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Onion Sabzi,0,0,0,1,g,100,30,85,2,4,11,2,5,120,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Onion Salad,0,0,0,1,g,100,8,40,1.1,0.1,9.3,1.7,4.2,5,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
India,Ooti,0,0,0,1,g,100,30,110,5,5,12,3,1.5,150,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Orange,1,0,0,0,unit,1,13,37.28,0.7,0.13,6.86,1.29,6.86,1.47,0.14,0.12,0.1,13,0.94,0.68,21.44,0.19,0.19,0.17,0.5,0.51
China,Orange Chicken,0,1,0,0,g,100,32,236,12.0,12.1,18.6,0.7,9.1,455,0.34,0.29,0.25,32.00,2.30,1.68,52.78,0.47,0.46,0.43,1.25,1.28
,Orange Juice,0,0,0,1,ml,100,20,45,0.7,0.2,10.4,0.2,8.4,1,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
United States,Orange Soda,0,0,0,1,ml,100,8,42,0.0,0.0,10.5,0.0,10.0,12,0.08,0.07,0.06,8.00,0.58,0.42,13.20,0.12,0.12,0.11,0.29,0.30
,Oyster,1,0,0,0,g,100,32,60.23,9.51,2.44,0,0,0,41.01,0.34,0.29,0.25,32,2.3,1.68,52.78,0.47,0.46,0.43,1.24,1.26
,Oyster mushroom,1,0,0,0,g,100,25,243.55,19.04,2.86,22,39.12,0.68,8.67,0.26,0.23,0.19,25,1.8,1.31,41.24,0.37,0.36,0.34,0.97,0.99
,Paarai,1,0,0,0,g,100,30,103.97,21.58,1.84,0,0,0,45.22,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
India,Pachi Pulusu,0,0,0,1,g,100,20,45,1,1,8,1.5,3,150,0.21,0.18,0.16,20,1.44,1.05,32.99,0.29,0.29,0.27,0.77,0.79
,Packaged Curd,1,0,0,0,g,100,14,61,3.5,3.3,4.7,0.0,4.7,46,0.15,0.13,0.11,14.00,1.01,0.73,23.09,0.21,0.20,0.19,0.55,0.56
,Packaged Fruit Juice,0,0,0,1,ml,100,10,48,0.3,0.1,11.8,0.1,10.5,5,0.11,0.09,0.08,10.00,0.72,0.52,16.50,0.15,0.14,0.13,0.40,0.41
Thailand,Pad Thai,0,1,0,0,g,100,30,170,6.0,6.0,23.0,1.2,4.0,330,0.32,0.27,0.23,30.00,2.16,1.57,49.49,0.44,0.43,0.40,1.18,1.20
,Padayappa,1,0,0,0,g,100,30,86.04,19.7,0.69,0,0,0,33.87,0.32,0.27,0.23,30,2.16,1.57,49.49,0.44,0.43,0.4,1.16,1.19
,Paella (Seafood),0,1,0,0,unit,1,220,360,16,10,48,2,2,520,2.32,1.98,1.72,220,15.83,11.55,362.89,3.24,3.17,2.96,8.51,8.69
